year,area_code,area_name,total_16plus_2021,n_active_excl_students_2021,n_in_employment_excl_students_2021,n_unemployed_excl_students_2021,n_active_ft_student_2021,n_active_ft_student_in_employment_2021,n_active_ft_student_unemployed_2021,n_active_total_2021,n_in_employment_total_2021,n_unemployed_total_2021,n_inactive_2021,n_retired_2021,n_student_inactive_2021,n_home_family_2021,n_long_term_sick_disabled_2021,n_inactive_other_2021,pct_active_total_2021,pct_in_employment_total_2021,pct_unemployed_total_2021,pct_inactive_2021,pct_retired_2021,pct_student_inactive_2021,pct_home_family_2021,pct_long_term_sick_disabled_2021,pct_inactive_other_2021
2021,E07000214,Surrey Heath,73785,46191,44407,1784,1256,957,299,47447,45364,2083,26338,16939,2804,3069,1594,1932,64.3,61.48,2.82,35.7,22.96,3.8,4.16,2.16,2.62
2021,E07000215,Tandridge,70827,43472,41831,1641,980,745,235,44452,42576,1876,26375,16905,2903,3095,1816,1656,62.76,60.11,2.65,37.24,23.87,4.1,4.37,2.56,2.34
2021,E07000216,Waverley,103639,61348,59371,1977,1773,1354,419,63121,60725,2396,40518,25621,5778,4721,2405,1993,60.9,58.59,2.31,39.1,24.72,5.58,4.56,2.32,1.92
2021,E07000217,Woking,82984,53692,51531,2161,1546,1213,333,55238,52744,2494,27746,16089,3259,4227,2011,2160,66.56,63.56,3.01,33.44,19.39,3.93,5.09,2.42,2.6
2021,E07000218,North Warwickshire,53898,32421,31146,1275,789,608,181,33210,31754,1456,20688,13663,1715,1966,2056,1288,61.62,58.91,2.7,38.38,25.35,3.18,3.65,3.81,2.39
2021,E07000219,Nuneaton and Bedworth,108590,64690,61677,3013,1900,1438,462,66590,63115,3475,42000,25188,3880,4848,4910,3174,61.32,58.12,3.2,38.68,23.2,3.57,4.46,4.52,2.92
2021,E07000220,Rugby,92188,58594,56648,1946,1793,1459,334,60387,58107,2280,31801,20148,3551,3312,2741,2049,65.5,63.03,2.47,34.5,21.86,3.85,3.59,2.97,2.22
2021,E07000221,Stratford-on-Avon,112639,67024,65040,1984,1488,1196,292,68512,66236,2276,44127,31532,3621,3963,2764,2247,60.82,58.8,2.02,39.18,27.99,3.21,3.52,2.45,1.99
2021,E07000222,Warwick,123254,73047,70341,2706,3152,2407,745,76199,72748,3451,47055,26620,10483,4086,3325,2541,61.82,59.02,2.8,38.18,21.6,8.51,3.32,2.7,2.06
2021,E07000223,Adur,52954,30491,29240,1251,780,585,195,31271,29825,1446,21683,14383,1865,2069,2018,1348,59.05,56.32,2.73,40.95,27.16,3.52,3.91,3.81,2.55
2021,E07000224,Arun,139553,74398,71317,3081,2434,1873,561,76832,73190,3642,62721,44570,4284,5104,4979,3784,55.06,52.45,2.61,44.94,31.94,3.07,3.66,3.57,2.71
2021,E07000225,Chichester,104709,56792,54703,2089,2289,1662,627,59081,56365,2716,45628,31131,4722,4313,2892,2570,56.42,53.83,2.59,43.58,29.73,4.51,4.12,2.76,2.45
2021,E07000226,Crawley,93567,61678,57554,4124,1870,1345,525,63548,58899,4649,30019,14733,3871,5057,3171,3187,67.92,62.95,4.97,32.08,15.75,4.14,5.4,3.39,3.41
2021,E07000227,Horsham,120663,73310,70802,2508,1767,1365,402,75077,72167,2910,45586,31669,4269,4631,2612,2405,62.22,59.81,2.41,37.78,26.25,3.54,3.84,2.16,1.99
2021,E07000228,Mid Sussex,123317,77584,75051,2533,1926,1522,404,79510,76573,2937,43807,29492,4458,4688,2763,2406,64.48,62.09,2.38,35.52,23.92,3.62,3.8,2.24,1.95
2021,E07000229,Worthing,92355,54618,52269,2349,1684,1288,396,56302,53557,2745,36053,23919,3033,3146,3616,2339,60.96,57.99,2.97,39.04,25.9,3.28,3.41,3.92,2.53
2021,E07000234,Bromsgrove,81102,48081,46354,1727,1197,934,263,49278,47288,1990,31824,21963,3195,2570,2206,1890,60.76,58.31,2.45,39.24,27.08,3.94,3.17,2.72,2.33
2021,E07000235,Malvern Hills,67122,36543,35155,1388,811,647,164,37354,35802,1552,29768,20998,2665,2437,2225,1443,55.65,53.34,2.31,44.35,31.28,3.97,3.63,3.31,2.15
2021,E07000236,Redditch,70250,43685,41804,1881,1164,888,276,44849,42692,2157,25401,15269,2449,3001,2782,1900,63.84,60.77,3.07,36.16,21.74,3.49,4.27,3.96,2.7
2021,E07000237,Worcester,85605,51917,49588,2329,2684,2039,645,54601,51627,2974,31004,17653,4839,3230,3112,2170,63.78,60.31,3.47,36.22,20.62,5.65,3.77,3.64,2.53
2021,E07000238,Wychavon,110717,64601,62484,2117,1462,1176,286,66063,63660,2403,44654,31043,3576,4023,3251,2761,59.67,57.5,2.17,40.33,28.04,3.23,3.63,2.94,2.49
2021,E07000239,Wyre Forest,84565,47037,44913,2124,1200,876,324,48237,45789,2448,36328,24305,2767,3388,3648,2220,57.04,54.15,2.89,42.96,28.74,3.27,4.01,4.31,2.63
2021,E07000240,St Albans,116090,73882,71281,2601,1972,1589,383,75854,72870,2984,40236,24127,5487,5508,2586,2528,65.34,62.77,2.57,34.66,20.78,4.73,4.74,2.23,2.18
2021,E07000241,Welwyn Hatfield,97484,56879,54551,2328,5071,3598,1473,61950,58149,3801,35534,17483,8656,4172,2810,2413,63.55,59.65,3.9,36.45,17.93,8.88,4.28,2.88,2.48
2021,E07000242,East Hertfordshire,121151,77829,75159,2670,1766,1367,399,79595,76526,3069,41556,26176,4868,5116,2671,2725,65.7,63.17,2.53,34.3,21.61,4.02,4.22,2.2,2.25
2021,E07000243,Stevenage,71239,46292,44286,2006,1525,1177,348,47817,45463,2354,23422,12887,2530,3258,2689,2058,67.12,63.82,3.3,32.88,18.09,3.55,4.57,3.77,2.89
2021,E07000244,East Suffolk,206721,108895,104221,4674,2912,2146,766,111807,106367,5440,94914,66009,6415,8861,8477,5152,54.09,51.45,2.63,45.91,31.93,3.1,4.29,4.1,2.49
2021,E07000245,West Suffolk,148130,90755,87626,3129,2448,1996,452,93203,89622,3581,54927,34831,4541,6102,4395,5058,62.92,60.5,2.42,37.08,23.51,3.07,4.12,2.97,3.41
2021,E07000246,Somerset West and Taunton,131294,74257,71771,2486,1956,1522,434,76213,73293,2920,55081,38235,4111,4575,5079,3081,58.05,55.82,2.22,41.95,29.12,3.13,3.48,3.87,2.35
2021,E08000001,Bolton,232293,129353,121631,7722,5189,3808,1381,134542,125439,9103,97751,48899,12682,14930,12638,8602,57.92,54.0,3.92,42.08,21.05,5.46,6.43,5.44,3.7
2021,E08000002,Bury,154871,90612,86358,4254,2849,2123,726,93461,88481,4980,61410,34232,7503,7328,7258,5089,60.35,57.13,3.22,39.65,22.1,4.84,4.73,4.69,3.29
2021,E08000003,Manchester,437958,237667,219969,17698,21621,14315,7306,259288,234284,25004,178670,46637,57182,28875,25709,20267,59.2,53.49,5.71,40.8,10.65,13.06,6.59,5.87,4.63
2021,E08000004,Oldham,187035,102047,95477,6570,3919,2729,1190,105966,98206,7760,81069,36927,11645,13831,10553,8113,56.66,52.51,4.15,43.34,19.74,6.23,7.39,5.64,4.34
2021,E08000005,Rochdale,174947,97674,91986,5688,3395,2473,922,101069,94459,6610,73878,35211,9484,11489,10344,7350,57.77,53.99,3.78,42.23,20.13,5.42,6.57,5.91,4.2
2021,E08000006,Salford,216921,130228,122358,7870,7552,5247,2305,137780,127605,10175,79141,33800,14446,10104,12153,8638,63.52,58.83,4.69,36.48,15.58,6.66,4.66,5.6,3.98
2021,E08000007,Stockport,238927,142922,137018,5904,3622,2788,834,146544,139806,6738,92383,57654,9376,9137,9920,6296,61.33,58.51,2.82,38.67,24.13,3.92,3.82,4.15,2.64
2021,E08000008,Tameside,185136,108864,103326,5538,3215,2329,886,112079,105655,6424,73057,39541,7732,9189,10420,6175,60.54,57.07,3.47,39.46,21.36,4.18,4.96,5.63,3.34
2021,E08000009,Trafford,186150,113807,109051,4756,3310,2506,804,117117,111557,5560,69033,39957,9188,8034,6920,4934,62.92,59.93,2.99,37.08,21.46,4.94,4.32,3.72,2.65
2021,E08000010,Wigan,268694,158010,150892,7118,4886,3722,1164,162896,154614,8282,105798,62537,9589,10928,14514,8230,60.63,57.54,3.08,39.37,23.27,3.57,4.07,5.4,3.06
2021,E08000011,Knowsley,124297,71707,67855,3852,2174,1635,539,73881,69490,4391,50416,24035,5156,6341,10124,4760,59.44,55.91,3.53,40.56,19.34,4.15,5.1,8.15,3.83
2021,E08000012,Liverpool,403028,208057,194163,13894,16899,11587,5312,224956,205750,19206,178072,67225,44261,19628,30507,16451,55.82,51.05,4.77,44.18,16.68,10.98,4.87,7.57,4.08
2021,E08000013,St. Helens,150572,84819,80743,4076,2511,1881,630,87330,82624,4706,63242,36966,5331,6656,9825,4464,58.0,54.87,3.13,42.0,24.55,3.54,4.42,6.53,2.96
2021,E08000014,Sefton,232389,127536,121393,6143,4122,3203,919,131658,124596,7062,100731,61897,9031,9092,13774,6937,56.65,53.62,3.04,43.35,26.64,3.89,3.91,5.93,2.99
2021,E08000015,Wirral,262111,142940,136398,6542,4083,3105,978,147023,139503,7520,115088,68048,11159,11061,17066,7754,56.09,53.22,2.87,43.91,25.96,4.26,4.22,6.51,2.96
2021,E08000016,Barnsley,199792,114512,109456,5056,3008,2224,784,117520,111680,5840,82272,47359,6597,9776,12531,6009,58.82,55.9,2.92,41.18,23.7,3.3,4.89,6.27,3.01
2021,E08000017,Doncaster,250926,142604,135102,7502,3660,2757,903,146264,137859,8405,104662,58348,8836,13282,13896,10300,58.29,54.94,3.35,41.71,23.25,3.52,5.29,5.54,4.1
2021,E08000018,Rotherham,215571,121196,115257,5939,3458,2544,914,124654,117801,6853,90917,51512,8141,11483,12594,7187,57.83,54.65,3.18,42.17,23.9,3.78,5.33,5.84,3.33
2021,E08000019,Sheffield,456247,242684,229974,12710,17373,12032,5341,260057,242006,18051,196190,91847,45118,22547,21855,14823,57.0,53.04,3.96,43.0,20.13,9.89,4.94,4.79,3.25
2021,E08000021,Newcastle upon Tyne,248447,123293,115770,7523,13599,9305,4294,136892,125075,11817,111555,42993,34156,12432,12946,9028,55.1,50.34,4.76,44.9,17.3,13.75,5.0,5.21,3.63
2021,E08000022,North Tyneside,171513,100034,95234,4800,2834,2032,802,102868,97266,5602,68645,43003,6123,6635,8217,4667,59.98,56.71,3.27,40.02,25.07,3.57,3.87,4.79,2.72
2021,E08000023,South Tyneside,121291,65785,61131,4654,2009,1377,632,67794,62508,5286,53497,29986,5055,6476,7827,4153,55.89,51.54,4.36,44.11,24.72,4.17,5.34,6.45,3.42
2021,E08000024,Sunderland,226074,121329,114043,7286,4619,3111,1508,125948,117154,8794,100126,55754,10422,11384,14920,7646,55.71,51.82,3.89,44.29,24.66,4.61,5.04,6.6,3.38
2021,E08000025,Birmingham,889622,463374,421469,41905,31350,20948,10402,494724,442417,52307,394898,138510,89175,73132,48332,45749,55.61,49.73,5.88,44.39,15.57,10.02,8.22,5.43,5.14
2021,E08000026,Coventry,276871,150735,141260,9475,12951,8881,4070,163686,150141,13545,113185,47809,29016,14150,12567,9643,59.12,54.23,4.89,40.88,17.27,10.48,5.11,4.54,3.48
2021,E08000027,Dudley,262488,150144,141576,8568,4358,3064,1294,154502,144640,9862,107986,63665,11042,13644,11861,7774,58.86,55.1,3.76,41.14,24.25,4.21,5.2,4.52,2.96
2021,E08000028,Sandwell,266026,148645,136570,12075,6549,4500,2049,155194,141070,14124,110832,46250,16527,20218,15403,12434,58.34,53.03,5.31,41.66,17.39,6.21,7.6,5.79,4.67
2021,E08000029,Solihull,174501,100801,95976,4825,2659,1963,696,103460,97939,5521,71041,44937,7622,7956,6152,4374,59.29,56.13,3.16,40.71,25.75,4.37,4.56,3.53,2.51
2021,E08000030,Walsall,223097,124002,115347,8655,4490,3183,1307,128492,118530,9962,94605,46426,12084,15608,12383,8104,57.59,53.13,4.47,42.41,20.81,5.42,7.0,5.55,3.63
2021,E08000031,Wolverhampton,208444,117395,107523,9872,5595,3788,1807,122990,111311,11679,85454,39930,12134,13784,10986,8620,59.0,53.4,5.6,41.0,19.16,5.82,6.61,5.27,4.14
2021,E08000032,Bradford,421574,229810,214534,15276,9469,6602,2867,239279,221136,18143,182295,79509,27827,34139,22038,18782,56.76,52.45,4.3,43.24,18.86,6.6,8.1,5.23,4.46
2021,E08000033,Calderdale,166634,96063,91348,4715,2692,2034,658,98755,93382,5373,67879,39136,7171,8074,8179,5319,59.26,56.04,3.22,40.74,23.49,4.3,4.85,4.91,3.19
2021,E08000034,Kirklees,346271,194117,184331,9786,8073,5753,2320,202190,190084,12106,144081,75708,20161,20051,16284,11877,58.39,54.89,3.5,41.61,21.86,5.82,5.79,4.7,3.43
2021,E08000035,Leeds,658470,377687,357949,19738,23432,16114,7318,401119,374063,27056,257351,124465,56606,27929,27288,21063,60.92,56.81,4.11,39.08,18.9,8.6,4.24,4.14,3.2
2021,E08000036,Wakefield,287538,168764,161410,7354,4388,3231,1157,173152,164641,8511,114386,66992,9408,13012,15585,9389,60.22,57.26,2.96,39.78,23.3,3.27,4.53,5.42,3.27
2021,E08000037,Gateshead,161749,90504,85417,5087,3011,2102,909,93515,87519,5996,68234,39133,7125,7097,9512,5367,57.81,54.11,3.71,42.19,24.19,4.4,4.39,5.88,3.32
